ID,LAT,LONG
00442X0050/P4,50.00384111,1.532115277
00453X0026/P,49.9553094,1.994217705
00608X0206/S1,49.68648591,1.737614049
00625X0002/S1,49.73889701,2.241314629
00633X0132/FR.PAC,49.83572034,2.710036426
00637X0093/F,49.72052922,2.738698936
00643X0015/P,49.7848087,3.1005888
00652X0007/F,49.83143093,3.364764529
00776X0096/S1,49.5995437,1.189895914
00777X0008/S1,49.51878035,1.324192156
00794X0021/S1,49.6039371,2.086433832
00855X0001/S1,49.57015896,3.998962034
01031X0031/P,49.49428369,2.211283208
01042X0049/S1,49.42256798,2.635495458
01074X0006/S1,49.48803237,3.919036499
01184X0021/S1,49.31158901,-0.766138692
01198X0002/S1,49.21382666,-0.379746008
01347X0002/S1,49.16808903,4.856924451
01561X0044/S1,49.11256383,3.264197064
01837A0096/F2,48.83348259,2.365247869
01871X0031/S1,48.89443294,3.647269533
01891X0047/PZ1,48.943717,4.355795
01937X0054/F,48.82749143,6.011903825
02184X0099/F48,48.73018364,2.150093617
02255X0003/S1,48.678865,4.380375
02553X0020/PFAEP,48.54536456,1.727865309
02566X0019/S1,48.45521247,1.897412421
02912X0082/F,48.35915814,1.567054221
03254X0103/F,48.18713191,1.417520819
03266X0009/P,48.13959347,1.607822146
03603X0013/FAEP,48.03572002,0.925894475
03662X0222/P,47.98521529,3.001727265
03693X0017/P2,48.044732,4.197586
04103X0022/FC,47.79400282,6.318104781
04261X2003/F,47.6178858,0.389898972
04271X0042/P,47.6822267,0.739173375
04323X0005/F,47.62717014,2.773554316
04606X0021/FAEP2,47.41249525,1.608462098
04866X0038/PZ,47.2247771,0.163393154
04883X0077/FAEP,47.32080107,0.915688015
04902X0012/FAEP,47.31231796,1.53869162
05141X0129/FAEP,47.04968815,0.402625404
05155X0002/FAEP,47.04752045,0.710770013
05394X0012/P,46.9450276,-0.073291306
05461X0001/PCAEP,46.92830272,2.21299144
05662X0024/S,46.76317418,0.101953968
05678X0060/S,46.67114209,0.642895151
05892X0032/F,46.55938355,0.073202423
05893X0037/S,46.56718202,0.180362855
00147D0218/P1,50.62256692,3.102482544
00487X0015/S1,49.90359224,3.072798223
00578X0002/S1,49.7437064,0.707474071
00791X0017/S1,49.61657588,1.820962984
00805X0002/S1,49.55057535,2.21141501
01053X0058/S1,49.4501319,3.065505068
01277X0192/S1,49.20937314,2.37026281
01306X0023/S1,49.16696391,3.380697147
01377X0099/FM,49.21191823,5.977016162
01377X0212/M02,49.20049188,5.953235642
01381X0070/P25,49.30364606,6.17820514
01473X0087/S1,49.05765364,0.239222658
01487X0001/S1,48.96315687,0.585971387
01825X0091/P1,48.78556554,1.843596906
02663X0001/S,48.54692207,5.650110477
02896X0013/F2,48.29420979,0.869443773
02903X0029/P,48.36186283,1.273972054
02921X0001/FAEP,48.41535935,1.879909443
02926X0013/P,48.2965511,1.900215357
02931X0008/S1,48.35634636,2.24099021
03278X0020/P,48.10149852,2.092186262
03296X1032/PC1,48.1159915,2.683238411
03314X1035/P,48.16176595,3.585178948
03593X0017/PZ14,47.97085582,0.542855824
04277X0062/FAEP2,47.5914548,0.909464574
04571X0015/P,47.51428197,0.416863387
04911X0013/FAEP2,47.26540926,1.839445817
05402X0036/F6,46.91064521,0.170165153
05432X0024/F1AEP,46.98786994,1.173647656
00171X0051/P1,50.50125916,1.876296016
00281X0004/F1,50.3340992,3.302334118
00445X0006/P,49.88365977,1.465578384
00496X0019/S1,49.9006817,3.402156579
00583X0005/S1,49.78356844,0.905588697
00751X0004/S1,49.6768275,0.378398308
00845X0036/S1,49.57227494,3.600728839
00956X0055/S1,49.34881057,-0.928068992
01227X0038/S22,49.22363152,0.538445122
01322X0049/PZADER,49.233141,4.070544
01372X0198/P2,49.24868566,5.939504437
01377X0211/M01,49.20242608,5.953281232
01396X0060/P2,49.22414124,6.637705072
01515X2015/S1,49.01410194,1.445393268
01803X0004/P,48.88972159,1.297264849
02144X0005/S1,48.76636266,0.658047665
02603X0009/S1,48.58479668,3.437721627
02621X0085/PZ,48.54745133,3.997431223
02697X0005/F,48.48052554,6.730495202
02982X0028/F,48.37037424,4.123896707
03732X0002/F1,48.00628195,5.500350919
03966X0001/FAEP,47.71196846,1.255809564
04262X0003/F,47.63210054,0.460985735
05213X0018/P1,47.10008676,3.081408484
06143X0011/S,46.43484053,0.912525181
00286X0405/PZST2,50.22695259,3.407922234
00326X0018/P,50.12193921,1.578539837
00578X0043/S1,49.74731369,0.63722042
00581X0015/P,49.7999415,0.780863046
00582X0069/P,49.81169392,0.850089354
00638X0116/S1,49.75769488,2.814372334
00654X0014/S1,49.79761588,3.570808152
00766X0004/S1,49.57090832,0.842289165
00847X0043/S1,49.52127686,3.863695549
01102X0025/S1,49.47700791,4.855385697
01112X0005/F2,49.48529924,5.17675552
01194X0149/FEA7,49.2374963,-0.442187443
01256X0002/S1,49.16305632,1.564186882
01372X0204/M52,49.26993774,5.925436949
01508X0133/S1,48.99453104,1.388574729
01794X0035/S1,48.92007269,1.026343918
02603X1064/P,48.5404388,3.499742584
03302X1012/S1,48.20269387,3.000071342
03634X0093/F,47.97152683,2.078286513
03927X0055/PZ,47.73642944,-0.116746522
04293X0003/FAEP,47.65061129,1.606768079
04563X0105/F,47.47088816,0.236427038
05464X0045/P,46.99851581,2.454105754
05668X0080/P,46.6444965,0.316206407
00281X0002/F1,50.38968109,3.282862717
00604X0224/S1,49.77096867,1.731502686
00665X0016/S1,49.73806642,3.656820687
00748X0008/S1,49.57730977,0.268143489
00957X0005/S1,49.37317782,-0.899411122
01194X0069/S1,49.29338837,-0.433527813
01251X0044/S1,49.28307792,1.45587672
01266X1013/S1,49.14569497,1.90127567
01461X0012/S1,49.05516914,-0.29083374
02225X0016/S1,48.62029797,3.282191654
02233X0015/FO,48.716539,3.819351
02533X2003/PCAEP,48.59538509,0.93781798
02565X0019/P,48.46394325,1.876783002
02572X0051/CHEBID,48.51208882,2.326359739
02584X0024/FCH7,48.53810801,2.803690512
03957X0052/FAEP,47.76241421,0.922496017
04284X0087/FAEP,47.65522305,1.43264585
04316X0061/F,47.56563368,2.304769662
04936X0010/F,47.19536869,2.64494504
00172X0037/P1,50.54328807,1.9390917
00216X0073/PZ3,50.47482566,3.398508308
00365X0003/P1,50.07705456,2.932528547
00435X0079/S1,49.92225303,1.143117268
00603X0003/S1,49.85262867,1.622582522
00993X0002/S1,49.47798329,0.982271204
01004X0003/S1,49.49502086,1.420826512
01373X0132/P01,49.30045236,5.938563799
01392X0110/654,49.24880354,6.666983817
01551X1013/S1,49.06761216,2.88395535
02202X0150/FR,48.7208372,2.611386219
02943X0013/S1,48.36997523,2.720404633
03027X0007/F1,48.31597796,5.630829393
03378X1003/F,48.0791659,5.668278179
00167X0001/P1,50.45680242,1.666093339
00207X0133/F1,50.41343284,3.09367125
00263X0006/P1,50.39326633,2.703100836
00296X0158/P1,50.26782426,3.706224389
00588X0037/P,49.75517254,1.071377149
00597X0007/S1,49.68796663,1.322353799
00616X0040/PZ,49.72308485,1.958882506
00868X0016/S1,49.58327941,4.665465608
01066X0133/S1,49.35560064,3.414985329
01201X0108/S1,49.25862155,-0.347446524
01245X0010/S1,49.22404715,1.089270969
01462X0072/S1,49.10117198,-0.270420679
01548X0010/S1,48.98840441,2.860398661
01567X0083/S1,49.00247465,3.483857978
02206X0085/F,48.67081934,2.653133762
02218X0033/P6,48.66812861,3.177368506
02873X0005/PZ6,48.33179177,0.261465244
03237X0021/PZ16,48.0773594,0.598672785
05454X0062/FAEP,46.93168324,2.120147124
00107X0006/P1,50.59912849,1.680732881
00671X0052/S1,49.83849638,4.035811724
00762X0004/S1,49.64973697,0.860993857
01045X0015/S1,49.36164115,2.544074588
01192X0043/S1,49.25192909,-0.602389646
01227X0022/P,49.1631255,0.57749099
01258X0020/S1,49.19751702,1.711584185
01491X0009/S1,49.1144068,0.769762038
01508X0100/P,49.04077032,1.430497927
02211X0023/CHE101,48.76471191,2.887595593
02576X0018/S1,48.44760446,2.292311053
00853X0030/PZ2013,49.607394,4.157302
01358X0035/PC1,49.22330924,5.355024492
01377X0205/F3,49.14414592,6.012910987
01011X0045/P,49.49407962,1.481011385
01801X0010/S1,48.88186261,1.086499072
02592X0036/F1,48.56396979,3.008518124
02648X0020/S1,48.471183,4.97314
03616X0003/FAEP,47.90292683,1.234357419
04892X0006/FAEP2,47.32739274,1.202657345
01116X0138/F1,49.36596547,5.15915112
02523X0002/S2,48.52346629,0.591804057
02645X0038/D601,48.43629943,4.684940293
00985X0040/S1,49.36050552,0.411508411
01211X0037/S1,49.25619851,0.016174584
00146B0007/F1,50.62705055,3.01421481
00253X0044/PZ1,50.35479614,2.355626935
00987X0009/S1,49.38023379,0.580959003
01013X0004/S1,49.43685816,1.630681445
02636X0009/S1,48.44273132,4.48889494
00276X0030/F1,50.29813628,3.04217766
01193X0044/S1,49.25152068,-0.48380204
01506X0016/P1,49.00312823,1.249032003
01191X0004/S1,49.26312221,-0.659119861
01462X0079/S1,49.07865395,-0.227855245
00376X0210/PZ1,50.11000793,3.363811673
01644X0033/F,49.07828255,6.451647933
01795X0011/S1,48.82486206,0.747209827
